"","Gleba","Ponto","Ano","NDVI","EVI","PH","MO","P","K","Ca","Mg","CTC","V%","S","B","Cu","Fe","Mn","Zn"
"473",2,22,2014,0.503939130434783,0.320865217391304,4.7,32,14,0.5,15,3,66,28.5,113,0.24,3.8,16,5.5,1.8
"474",2,22,2015,0.502034782608696,0.284126086956522,5.1,36,4,0.8,33,8,90,46.2,64,0.31,2,9,3.9,0.3
"475",2,22,2016,0.498604347826087,0.343530434782609,5.1,36,4,0.8,33,8,90,46.2,64,0.31,2,9,3.9,0.3
"476",2,22,2017,0.562691304347826,0.37184347826087,5.1,32,19,1.7,30,13,83,54,36,0.3,3.2,14,10.3,0.7
"477",2,23,2009,0.696378260869565,0.508052173913043,5.3,27,25,1,17,8,60,44,16,0.16,3.1,24,11.6,0.2
"478",2,23,2010,0.504052173913043,0.318873913043478,5,28,8,0.7,12,6,60,32.2,18,0.16,2.9,12,4.4,0.4
"479",2,23,2011,0.526895652173913,0.367352173913043,5,28,8,0.7,12,6,60,32.2,18,0.16,2.9,12,4.4,0.4
"480",2,23,2012,0.566152173913044,0.386608695652174,5,28,8,0.7,12,6,60,32.2,18,0.16,2.9,12,4.4,0.4
"481",2,23,2013,0.565091304347826,0.394373913043478,5,28,8,0.7,12,6,60,32.2,18,0.16,2.9,12,4.4,0.4
"482",2,23,2014,0.506913043478261,0.326508695652174,4.9,32,18,1,26,10,79,47,42,0.26,2.2,15,7.1,1.2
"483",2,23,2015,0.497395652173913,0.282639130434783,5.8,32,18,1.1,54,25,109,73.4,63,0.21,2.4,7,5.9,1.1
"484",2,23,2016,0.509878260869565,0.354134782608696,5.8,32,18,1.1,54,25,109,73.4,63,0.21,2.4,7,5.9,1.1
"485",2,23,2017,0.55344347826087,0.361513043478261,4.9,30,12,1.5,27,10,79,49,42,0.3,3.2,13,9.8,0.6
"486",3,1,2010,0.546739130434783,0.373434782608696,5.1,32,26,0.8,14,7,62,35.5,14,0.19,2.6,12,7.2,0.5
"487",3,1,2011,0.525004347826087,0.372382608695652,5.2,28,24,0.6,24,6,73,42.4,68,0.2,2,12,6.5,0.4
"488",3,1,2012,0.579852173913043,0.415934782608696,5.2,29,21,0.6,34,9,84,52.6,45,0.27,1.8,9,3.5,0.3
"489",3,1,2013,0.580586956521739,0.424526086956522,5.2,29,21,0.6,34,9,84,52.6,45,0.27,1.8,9,3.5,0.3
"490",3,1,2014,0.562752173913043,0.385413043478261,5.2,28,35,0.6,30,12,76,55.5,27,0.25,2.5,13,8.5,0.7
"491",3,1,2015,0.621847826086957,0.402647826086957,5,30,22,1.3,26,11,83,45.9,45,0.33,1.9,9,8.4,0.6
"492",3,1,2016,0.516321739130435,0.342173913043478,5.2,33,61,1,43,13,95,60.1,39,0.23,3.4,28,21.6,1.1
"493",3,1,2017,0.552265217391304,0.363530434782609,5.1,32,27,1.2,32,11,78,57,36,0.23,2.8,14,9.9,0.6
"494",3,2,2010,0.546739130434783,0.373434782608696,5,28,43,1.5,14,6,61,34.3,13,0.2,2.5,13,6.8,0.6
"495",3,2,2011,0.525004347826087,0.372382608695652,4.9,30,16,0.5,16,4,70,29,73,0.22,2,10,5.2,0.3
"496",3,2,2012,0.579852173913043,0.415934782608696,5.1,27,16,0.9,32,10,80,52.6,59,0.27,2,13,6.2,0.3
"497",3,2,2013,0.580586956521739,0.424526086956522,5.1,27,16,0.9,32,10,80,52.6,59,0.27,2,13,6.2,0.3
"498",3,2,2014,0.562752173913043,0.385413043478261,4.9,25,40,0.5,22,8,67,45,36,0.22,2.4,13,6.9,0.6
"499",3,2,2015,0.621847826086957,0.402647826086957,4.8,29,22,0.7,21,6,82,34.4,76,0.3,1.9,7,4.8,0.4
"500",3,2,2016,0.516321739130435,0.342173913043478,5,28,30,1.2,24,10,73,47.7,64,0.21,3.1,22,15.1,2.7
"501",3,2,2017,0.552265217391304,0.363530434782609,5,30,23,0.9,28,12,77,53,79,0.31,3.2,14,9.3,0.7
"502",3,3,2010,0.544517391304348,0.38324347826087,5.1,28,32,0.8,14,6,62,33.5,13,0.15,2.8,13,6,0.6
"503",3,3,2011,0.515417391304348,0.34684347826087,5.1,28,32,0.8,14,6,62,33.5,26,0.15,2.8,13,6,0.6
"504",3,3,2012,0.581095652173913,0.411139130434783,5.1,28,32,0.8,14,8,62,33.5,40,0.15,2.8,13,6,0.6
"505",3,3,2013,0.586934782608696,0.429426086956522,5.1,28,32,0.8,14,8,62,33.5,40,0.15,2.8,13,6,0.6
"506",3,3,2014,0.594086956521739,0.407778260869565,4.9,26,28,0.8,24,6,68,45.7,42,0.21,2,11,4.9,0.4
"507",3,3,2015,0.622334782608696,0.4133,5.2,33,28,0.9,32,11,88,49.1,42,0.36,2.3,8,5.3,0.6
"508",3,3,2016,0.525952173913043,0.353934782608696,5.2,30,37,0.7,28,11,74,53,50,0.22,2.7,20,12.4,2
"509",3,3,2017,0.556078260869565,0.372165217391304,5.1,34,35,1.2,39,14,92,59,28,0.26,3,15,9.3,0.9
"510",3,4,2010,0.513865217391304,0.352273913043478,5.1,29,32,1.5,14,6,62,34.2,14,0.2,2.4,11,6.1,0.7
"511",3,4,2011,0.54324347826087,0.37134347826087,5.1,29,32,1.5,14,6,62,34.2,26,0.2,2.4,11,6.1,0.7
"512",3,4,2012,0.5693,0.386591304347826,5.1,29,32,1.5,14,8,62,34.2,40,0.2,2.4,11,6.1,0.7
"513",3,4,2013,0.568739130434783,0.406004347826087,5.1,29,32,1.5,14,8,62,34.2,40,0.2,2.4,11,6.1,0.7
"514",3,4,2014,0.585865217391304,0.409239130434783,5,27,21,0.9,25,8,70,47.4,51,0.22,1.8,10,6,0.3
"515",3,4,2015,0.601721739130435,0.396573913043478,5.4,32,24,1.2,39,13,93,57.2,33,0.3,2.2,8,4.5,0.5
"516",3,4,2016,0.536091304347826,0.363626086956522,5.1,28,48,0.6,29,10,77,50.9,47,0.2,3,25,13.4,2.1
"517",3,4,2017,0.525165217391304,0.344921739130435,5.7,32,29,1.3,51,25,103,75,23,0.18,3.2,15,9.3,0.8
"518",3,5,2010,0.604878260869565,0.406752173913043,5.6,30,31,0.9,28,13,73,57.4,7,0.07,3.2,12,4.1,0.6
"519",3,5,2011,0.615873913043478,0.391217391304348,5.4,33,31,0.7,32,11,84,51,49,0.2,2.5,10,3.4,0.3
"520",3,5,2012,0.608695652173913,0.406730434782609,5.3,28,21,0.8,37,11,87,56.1,61,0.26,2.2,12,3.9,0.3
"521",3,5,2013,0.621313043478261,0.419969565217391,5.3,28,21,0.8,37,11,87,56.1,61,0.26,2.2,12,3.9,0.3
"522",3,5,2014,0.633369565217391,0.411930434782609,5,34,53,0.8,33,10,87,50.2,39,0.23,2.5,13,6.9,0.5
"523",3,5,2015,0.676821739130435,0.433004347826087,5.1,32,54,1.7,35,11,99,48.3,65,0.37,2.2,8,6,0.4
"524",3,5,2016,0.597582608695652,0.399913043478261,5,29,30,0.8,24,9,74,46,84,0.21,2.4,18,12.4,1.1
"525",3,5,2017,0.619821739130435,0.387847826086957,5.1,32,20,1.3,38,13,88,59,28,0.19,3.6,18,8.1,0.6
"526",3,6,2010,0.604878260869565,0.406752173913043,5.5,29,17,0.3,17,10,61,45.1,8,0.13,2.9,14,5.4,0.4
"527",3,6,2011,0.615873913043478,0.391217391304348,5.5,29,17,0.3,17,10,61,45.1,24,0.13,2.9,14,5.4,0.4
"528",3,6,2012,0.608695652173913,0.406730434782609,5.5,29,17,0.3,17,10,61,45.1,42,0.13,2.9,14,5.4,0.4
"529",3,6,2013,0.621313043478261,0.419969565217391,5.5,29,17,0.3,17,10,61,45.1,42,0.13,2.9,14,5.4,0.4
"530",3,6,2014,0.633369565217391,0.411930434782609,5.4,31,25,0.8,38,15,82,64.7,19,0.22,2.4,10,3.7,0.3
"531",3,6,2015,0.676821739130435,0.433004347826087,5.3,34,27,0.8,38,11,98,50.7,24,0.3,2.4,8,3.4,0.3
"532",3,6,2016,0.597582608695652,0.399913043478261,5.3,32,40,0.8,37,14,89,57.4,45,0.2,3.4,23,13.7,1.7
"533",3,6,2017,0.619821739130435,0.387847826086957,5.3,38,19,0.9,39,13,86,62,28,0.22,3.3,20,10.7,0.5
"534",3,7,2010,0.546404347826087,0.365873913043478,5.4,34,19,0.5,18,9,64,42.6,5,0.16,2.6,12,2.8,0.4
"535",3,7,2011,0.5525,0.363191304347826,5.4,34,19,0.5,18,9,64,42.6,26,0.16,2.6,12,2.8,0.4
"536",3,7,2012,0.582582608695652,0.395082608695652,5.4,34,19,0.5,18,10,64,42.6,39,0.16,2.6,12,2.8,0.4
"537",3,7,2013,0.586134782608696,0.399460869565217,5.4,34,19,0.5,18,10,64,42.6,39,0.16,2.6,12,2.8,0.4
"538",3,7,2014,0.60994347826087,0.410904347826087,5.5,34,37,0.5,41,16,88,65.7,15,0.2,2.1,9,2,0.3
"539",3,7,2015,0.605152173913043,0.39635652173913,5.2,43,16,1,35,12,97,50,21,0.3,2.2,9,5.7,0.3
"540",3,7,2016,0.556517391304348,0.372939130434783,5.3,36,30,0.8,44,13,98,59.3,39,0.25,2.9,24,10.2,0.5
"541",3,7,2017,0.576539130434783,0.366217391304348,5.3,42,23,1.3,43,11,91,61,30,0.27,3.4,22,10.1,0.4
"542",3,8,2010,0.536847826086956,0.373347826086957,5.4,27,26,0.4,19,10,62,47.1,6,0.08,3.8,13,5.1,0.4
"543",3,8,2011,0.5296,0.348921739130435,5.4,34,26,0.4,31,11,79,53.1,26,0.16,3.7,10,3.5,0.2
"544",3,8,2012,0.579469565217391,0.397469565217391,5.4,31,24,0.6,35,13,82,58.8,41,0.22,2.7,11,3,0.5
"545",3,8,2013,0.583986956521739,0.39734347826087,5.4,31,24,0.6,35,13,82,58.8,41,0.22,2.7,11,3,0.5
"546",3,8,2014,0.585421739130435,0.403678260869565,5.3,32,31,0.6,31,13,77,58.4,20,0.2,3.4,12,5.4,0.3
"547",3,8,2015,0.600969565217391,0.397686956521739,5.4,38,18,0.8,38,14,94,56.5,17,0.23,3.8,7,5,0.3
"548",3,8,2016,0.540339130434783,0.366265217391304,5.1,35,112,0.8,34,10,89,51.1,34,0.29,4.1,26,14.4,0.8
"549",3,8,2017,0.5668,0.358713043478261,5.3,35,32,1.3,37,10,77,63,15,0.29,3.8,19,9.5,0.3
"550",3,9,2010,0.544978260869565,0.364517391304348,4.9,30,13,0.4,9,5,60,24.6,6,0.15,4,15,7.6,0.4
"551",3,9,2011,0.530508695652174,0.345073913043478,5.2,33,41,0.6,26,8,80,42.8,117,0.21,3.5,11,4.2,0.4
"552",3,9,2012,0.570908695652174,0.389813043478261,5.2,36,15,0.6,34,11,83,55.3,48,0.26,3.3,12,4.6,0.3
"553",3,9,2013,0.591913043478261,0.402247826086957,5.2,36,15,0.6,34,11,83,55.3,48,0.26,3.3,12,4.6,0.3
"554",3,9,2014,0.583230434782609,0.394704347826087,5,30,23,0.9,21,9,72,43.1,40,0.28,3.1,13,6,0.3
"555",3,9,2015,0.58724347826087,0.382060869565217,5.2,34,14,0.5,33,9,87,48.5,18,0.3,3.4,6,4.6,0.3
"556",3,9,2016,0.5365,0.357130434782609,5.1,33,15,0.7,30,12,82,52.3,41,0.21,4.3,20,15.5,1.3
"557",3,9,2017,0.550747826086956,0.32914347826087,5.3,35,14,1,31,13,76,59,13,0.19,4.1,17,10.3,0.4
"558",3,10,2010,0.509586956521739,0.320286956521739,5.1,29,20,0.8,12,7,59,32.4,4,0.07,5,12,5.9,0.5
"559",3,10,2011,0.535447826086957,0.347508695652174,5.1,29,20,0.8,12,7,59,32.4,26,0.07,5,12,5.9,0.5
"560",3,10,2012,0.584626086956522,0.399704347826087,5.1,29,20,0.8,12,10,59,32.4,35,0.07,5,12,5.9,0.5
"561",3,10,2013,0.563630434782609,0.378986956521739,5.1,29,20,0.8,12,10,59,32.4,35,0.07,5,12,5.9,0.5
"562",3,10,2014,0.566869565217391,0.382973913043478,5.1,29,22,0.8,31,13,80,55.3,37,0.27,3.9,11,5.7,0.9
"563",3,10,2015,0.598891304347826,0.392447826086956,5.3,36,12,1.4,36,15,93,56.8,35,0.31,3.6,8,7.6,0.3
"564",3,10,2016,0.517247826086957,0.333169565217391,5.3,30,22,1,33,16,85,58.9,39,0.22,5.4,31,16.5,0.6
"565",3,10,2017,0.493269565217391,0.275239130434783,5.4,32,18,1.1,34,14,80,61,16,0.23,5,20,14.1,0.4
"566",3,11,2010,0.517269565217391,0.3451,5.3,33,25,0.6,17,10,64,42.3,4,0.15,4.2,12,5.3,0.3
"567",3,11,2011,0.534160869565217,0.348682608695652,5.4,32,22,0.7,29,12,79,53.2,42,0.15,3,9,3.4,0.2
"568",3,11,2012,0.572665217391304,0.38854347826087,5.5,30,10,0.9,41,16,90,63.5,44,0.24,3,10,4.1,0.4
"569",3,11,2013,0.564965217391304,0.379486956521739,5.5,30,10,0.9,41,16,90,63.5,44,0.24,3,10,4.1,0.4
"570",3,11,2014,0.567965217391304,0.38055652173913,5.3,32,24,0.9,36,12,82,59.9,31,0.2,3.6,12,6.7,0.3
"571",3,11,2015,0.602765217391304,0.399234782608696,5.3,36,11,1.5,36,14,92,55.3,17,0.32,3.5,8,5,0.3
"572",3,11,2016,0.539508695652174,0.359013043478261,5.2,32,34,0.7,39,13,94,56.3,32,0.26,6.3,24,12,0.5
"573",3,11,2017,0.553104347826087,0.334117391304348,5.1,37,20,1.2,33,12,82,56,34,0.22,3.7,20,11.1,0.5
"574",3,12,2010,0.546195652173913,0.368113043478261,5.2,27,17,0.7,16,6,56,39.7,10,0.22,2.2,11,6.6,0.6
"575",3,12,2011,0.541926086956522,0.357086956521739,5.2,27,17,0.7,16,6,56,39.7,24,0.22,2.2,11,6.6,0.6
"576",3,12,2012,0.586978260869565,0.389765217391304,5.2,27,17,0.7,16,6,56,39.7,36,0.22,2.2,11,6.6,0.6
"577",3,12,2013,0.579204347826087,0.396347826086957,5.2,27,17,0.7,16,6,56,39.7,36,0.22,2.2,11,6.6,0.6
"578",3,12,2014,0.576513043478261,0.379347826086956,5,27,27,0.8,30,7,77,48.2,101,0.22,1.7,12,5.4,0.6
"579",3,12,2015,0.611978260869565,0.39355652173913,5,32,10,0.9,31,7,92,42,104,0.31,2,7,6.5,0.5
"580",3,12,2016,0.542221739130435,0.355173913043478,5.2,34,30,0.9,36,11,86,54.8,48,0.25,3.1,26,16.3,0.9
"581",3,12,2017,0.564173913043478,0.352269565217391,5.3,30,14,1.2,34,10,73,62,23,0.21,2.5,18,10.4,0.7
"582",3,13,2010,0.556721739130435,0.3678,5.3,28,16,1.2,15,6,56,39.2,15,0.17,2.1,11,5.1,0.5
"583",3,13,2011,0.521265217391304,0.359865217391304,5.5,31,23,1.1,33,9,78,54.9,44,0.2,2.3,10,4,0.4
"584",3,13,2012,0.578130434782609,0.3906,5.4,31,14,0.9,40,10,87,58.5,55,0.23,2,12,3.9,0.4
"585",3,13,2013,0.59144347826087,0.393552173913043,5.4,31,14,0.9,40,10,87,58.5,55,0.23,2,12,3.9,0.4
"586",3,13,2014,0.569882608695652,0.372813043478261,5.4,31,14,0.9,40,10,87,58.5,55,0.23,2,12,3.9,0.4
"587",3,13,2015,0.623621739130435,0.40334347826087,6,32,32,0.9,58,12,99,71.3,34,0.24,2.3,7,10.8,0.4
"588",3,13,2016,0.533317391304348,0.34814347826087,5.2,30,29,1.1,37,11,87,56.5,48,0.23,2.8,26,17.8,0.9
"589",3,13,2017,0.566426086956522,0.359165217391304,5.4,32,16,1.7,44,11,88,64,13,0.2,2.9,24,14.7,0.8
"590",4,1,2010,0.495286956521739,0.310239130434783,4.9,35,13,0.6,10,4,66,22.6,13,0.15,2.8,13,4.5,0.5
"591",4,1,2011,0.526008695652174,0.347860869565217,4.9,35,13,0.6,10,4,66,22.6,13,0.15,2.8,13,4.5,0.5
"592",4,1,2012,0.554226086956522,0.376969565217391,5.1,32,10,0.8,23,7,75,40.3,33,0.23,2.7,11,2.8,0.1
"593",4,1,2013,0.539813043478261,0.364152173913043,5.1,32,10,0.8,23,7,75,40.3,33,0.23,2.7,11,2.8,0.1
"594",4,1,2014,0.526178260869565,0.333926086956522,5.1,37,21,0.9,33,9,87,48.5,50,0.23,2.6,13,5.4,0.3
"595",4,1,2015,0.550352173913043,0.319334782608696,5.7,38,22,1.4,49,15,99,66.5,33,0.29,3.4,15,7.2,0.4
"596",4,1,2016,0.494008695652174,0.32644347826087,5.7,38,22,1.4,49,15,99,66.5,33,0.29,3.4,15,7.2,0.4
"597",4,2,2010,0.470973913043478,0.28595652173913,5.2,32,17,0.4,17,6,57,40.5,9,0.15,2.5,13,4.7,0.3
"598",4,2,2011,0.525221739130435,0.361586956521739,5.2,32,17,0.4,17,6,57,40.5,9,0.15,2.5,13,4.7,0.3
"599",4,2,2012,0.557195652173913,0.382939130434783,5,36,9,0.6,23,5,78,37.7,44,0.28,2.1,14,4,0.2
"600",4,2,2013,0.541404347826087,0.357030434782609,5,36,9,0.6,23,5,78,37.7,44,0.28,2.1,14,4,0.2
"601",4,2,2014,0.496182608695652,0.329165217391304,5,30,18,0.7,26,9,80,44,66,0.22,2,11,4.4,0.2
"602",4,2,2015,0.49595652173913,0.275195652173913,5.4,37,14,0.7,39,11,90,56.7,49,0.28,2.5,15,5.5,0.4
"603",4,2,2016,0.48624347826087,0.326373913043478,5.4,37,14,0.7,39,11,90,56.7,49,0.28,2.5,15,5.5,0.4
"604",4,3,2010,0.474439130434783,0.289526086956522,5,29,16,1.1,14,6,62,32.5,10,0.15,2.8,13,5.5,0.7
"605",4,3,2011,0.522404347826087,0.359995652173913,5,29,16,1.1,14,6,62,32.5,10,0.15,2.8,13,5.5,0.7
"606",4,3,2012,0.553465217391304,0.377704347826087,4.8,37,22,0.6,22,4,76,34.4,46,0.22,2.2,14,5,0.3
"607",4,3,2013,0.546978260869565,0.364860869565217,4.8,37,22,0.6,22,4,76,34.4,46,0.22,2.2,14,5,0.3
"608",4,3,2014,0.500795652173913,0.33055652173913,5.2,31,20,1,27,8,73,49.3,39,0.21,2.1,12,4.2,0.2
"609",4,3,2015,0.505217391304348,0.284552173913043,6,36,21,3.1,50,16,97,71.2,41,0.32,2.5,14,7,0.4
"610",4,3,2016,0.4861,0.326895652173913,6,36,21,3.1,50,16,97,71.2,41,0.32,2.5,14,7,0.4
"611",4,4,2010,0.5055,0.325673913043478,4.6,28,8,1.8,10,4,68,23.6,20,0.14,2.7,16,7.1,0.4
"612",4,4,2011,0.52304347826087,0.355465217391304,4.6,28,8,1.8,10,4,68,23.6,20,0.14,2.7,16,7.1,0.4
"613",4,4,2012,0.565886956521739,0.380447826086957,4.8,33,21,0.8,15,4,72,27.8,51,0.33,2.1,12,3.8,1.6
"614",4,4,2013,0.569717391304348,0.399765217391304,4.8,33,21,0.8,15,4,72,27.8,51,0.33,2.1,12,3.8,1.6
"615",4,4,2014,0.53354347826087,0.344647826086957,4.9,30,16,0.7,22,5,72,39.2,41,0.28,1.9,15,5.3,0.2
"616",4,4,2015,0.569130434782609,0.345504347826087,5.3,38,16,1,35,10,83,55.4,50,0.29,2.7,23,8.9,0.5
"617",4,4,2016,0.510330434782609,0.354982608695652,5.3,38,16,1,35,10,83,55.4,50,0.29,2.7,23,8.9,0.5
"618",4,5,2010,0.510804347826087,0.326904347826087,4.7,28,13,0.6,8,3,67,17.8,21,0.16,2.9,15,5.9,0.2
"619",4,5,2011,0.526721739130435,0.363213043478261,4.7,28,13,0.6,8,3,67,17.8,21,0.16,2.9,15,5.9,0.2
"620",4,5,2012,0.56845652173913,0.385986956521739,4.9,33,7,0.7,20,5,72,35.9,30,0.25,2.1,12,6.1,0.2
"621",4,5,2013,0.57105652173913,0.401873913043478,4.9,33,7,0.7,20,5,72,35.9,30,0.25,2.1,12,6.1,0.2
"622",4,5,2014,0.532169565217391,0.345634782608696,4.8,28,14,0.8,18,4,66,34.4,40,0.3,2.1,14,6.1,0.2
"623",4,5,2015,0.553686956521739,0.330239130434783,4.9,38,9,0.9,27,8,88,40.8,89,0.35,2.6,18,14.8,0.7
"624",4,5,2016,0.513,0.355404347826087,4.9,38,9,0.9,27,8,88,40.8,89,0.35,2.6,18,14.8,0.7
"625",4,6,2010,0.51635652173913,0.325160869565217,4.7,27,10,0.6,8,3,66,16.7,22,0.11,2.6,13,7.8,0.2
"626",4,6,2011,0.530234782608696,0.365226086956522,4.7,27,10,0.6,8,3,66,16.7,22,0.11,2.6,13,7.8,0.2
"627",4,6,2012,0.567004347826087,0.391695652173913,5,36,10,0.8,27,6,82,40.8,44,0.25,2.2,12,5.1,0.2
"628",4,6,2013,0.569282608695652,0.394260869565217,5,36,10,0.8,27,6,82,40.8,44,0.25,2.2,12,5.1,0.2
"629",4,6,2014,0.505621739130435,0.324065217391304,4.8,28,23,0.8,18,6,73,33.9,66,0.32,2.3,17,8.4,0.4
"630",4,6,2015,0.50234347826087,0.28244347826087,5.7,36,18,1.2,45,14,94,64.3,25,0.32,2.6,17,7.7,0.5
"631",4,6,2016,0.512721739130435,0.351178260869565,5.7,36,18,1.2,45,14,94,64.3,25,0.32,2.6,17,7.7,0.5
"632",4,7,2010,0.500226086956522,0.310265217391304,5.5,29,25,0.4,22,4,60,45,13,0.17,2.1,12,9.8,0.2
"633",4,7,2011,0.53615652173913,0.366686956521739,5.5,29,25,0.4,22,4,60,45,13,0.17,2.1,12,9.8,0.2
"634",4,7,2012,0.560378260869565,0.375539130434783,5.1,35,7,0.6,24,5,75,39.7,32,0.25,1.9,13,4.7,0.2
"635",4,7,2013,0.568817391304348,0.390239130434783,5.1,35,7,0.6,24,5,75,39.7,32,0.25,1.9,13,4.7,0.2
"636",4,7,2014,0.517,0.336439130434783,4.8,30,17,0.6,19,5,71,34,64,0.26,2.3,17,7.7,0.2
"637",4,7,2015,0.510169565217391,0.2848,5.5,34,47,0.8,46,13,96,62.5,40,0.27,2.4,20,7.7,0.3
"638",4,7,2016,0.521886956521739,0.355330434782609,5.5,34,47,0.8,46,13,96,62.5,40,0.27,2.4,20,7.7,0.3
"639",4,8,2010,0.518547826086956,0.32485652173913,5.3,36,17,0.5,17,6,67,34.6,14,0.11,3.9,17,5.5,0.4
"640",4,8,2011,0.538008695652174,0.346865217391304,5.3,36,17,0.5,17,6,67,34.6,14,0.11,3.9,17,5.5,0.4
"641",4,8,2012,0.551417391304348,0.366039130434783,5.3,33,13,0.8,26,6,68,47.2,35,0.22,3.1,12,4.7,0.1
"642",4,8,2013,0.567486956521739,0.377782608695652,5.3,33,13,0.8,26,6,68,47.2,35,0.22,3.1,12,4.7,0.1
"643",4,8,2014,0.492695652173913,0.307930434782609,5.5,32,32,1,39,14,87,62,38,0.2,3,15,3.7,0.3
"644",4,8,2015,0.482430434782609,0.257395652173913,5.8,40,37,1.2,61,15,114,67.6,40,0.27,3.6,22,9.3,0.5
"645",4,8,2016,0.511578260869565,0.346865217391304,5.8,40,37,1.2,61,15,114,67.6,40,0.27,3.6,22,9.3,0.5
"646",4,9,2010,0.527408695652174,0.335517391304348,4.9,29,13,0.3,11,4,62,23.2,20,0.12,2.7,15,5.7,0.3
"647",4,9,2011,0.550708695652174,0.342139130434783,4.9,29,13,0.3,11,4,62,23.2,20,0.12,2.7,15,5.7,0.3
"648",4,9,2012,0.605786956521739,0.40244347826087,5.1,33,9,0.7,27,5,73,43.6,69,0.22,2.2,13,2.9,0.2
"649",4,9,2013,0.591669565217391,0.398913043478261,5.1,33,9,0.7,27,5,73,43.6,69,0.22,2.2,13,2.9,0.2
"650",4,9,2014,0.516308695652174,0.32435652173913,4.9,28,20,0.6,19,5,66,37.5,65,0.22,2.6,17,5.1,0.3
"651",4,9,2015,0.546404347826087,0.313678260869565,5.3,38,15,1,37,10,87,55.2,48,0.28,2.9,20,6,0.3
"652",4,9,2016,0.549117391304348,0.375426086956522,5.3,30,25,0.8,28,11,77,51.8,45,0.23,3.1,23,11.4,0.8
"653",4,10,2010,0.507139130434783,0.322686956521739,4.9,35,14,0.4,11,4,65,23.4,7,0.11,2.4,14,4.7,0.3
"654",4,10,2011,0.5318,0.3461,4.9,35,14,0.4,11,4,65,23.4,7,0.11,2.4,14,4.7,0.3
"655",4,10,2012,0.562286956521739,0.369560869565217,4.9,32,9,0.7,20,3,68,34.3,76,0.22,2.2,11,3.7,0.1
"656",4,10,2013,0.5721,0.395434782608696,4.9,32,9,0.7,20,3,68,34.3,76,0.22,2.2,11,3.7,0.1
"657",4,10,2014,0.543760869565217,0.358808695652174,4.9,30,23,0.6,21,5,72,35.8,57,0.23,2.7,20,6.4,0.2
"658",4,10,2015,0.586486956521739,0.365634782608696,4.9,35,9,0.4,25,6,83,37.2,108,0.32,2.9,23,12.1,0.3
"659",4,10,2016,0.542521739130435,0.369778260869565,5.3,37,26,1.1,35,12,83,58.1,48,0.2,3.1,26,10.4,0.6
"660",4,11,2010,0.52145652173913,0.331469565217391,5.3,36,17,0.9,19,6,69,37.1,5,0.09,2.9,14,5.1,0.4
"661",4,11,2011,0.534560869565217,0.347952173913044,5.3,36,17,0.9,19,6,69,37.1,5,0.09,2.9,14,5.1,0.4
"662",4,11,2012,0.56784347826087,0.385265217391304,5.1,37,9,0.5,23,4,73,38,40,0.22,2.2,12,3.8,0.2
"663",4,11,2013,0.571186956521739,0.397886956521739,5.1,37,9,0.5,23,4,73,38,40,0.22,2.2,12,3.8,0.2
"664",4,11,2014,0.538739130434783,0.35245652173913,5.1,28,21,0.9,24,6,70,43.3,37,0.22,2.6,15,5.1,20.5
"665",4,11,2015,0.584017391304348,0.365565217391304,5.1,38,15,0.7,29,7,83,43.6,69,0.27,2.9,24,9.9,0.4
"666",4,11,2016,0.524904347826087,0.357721739130435,5.2,38,77,0.7,37,11,91,53.7,63,0.25,3,26,9.4,2.9
"667",4,12,2010,0.510804347826087,0.326904347826087,5,32,14,1.2,10,5,69,22.8,7,0.16,3.4,17,6.8,0.4
"668",4,12,2011,0.526721739130435,0.363213043478261,5,32,14,1.2,10,5,69,22.8,7,0.16,3.4,17,6.8,0.4
"669",4,12,2012,0.56845652173913,0.385986956521739,4.5,36,10,0.9,10,3,78,17.8,84,0.26,2.9,16,4.7,0.2
"670",4,12,2013,0.57105652173913,0.401873913043478,4.5,36,10,0.9,10,3,78,17.8,84,0.26,2.9,16,4.7,0.2
"671",4,12,2014,0.532169565217391,0.345634782608696,4.9,29,18,0.8,21,7,70,40.4,54,0.21,3,15,7.3,8.6
"672",4,12,2015,0.553686956521739,0.330239130434783,5,38,11,0.7,26,7,80,42.7,66,0.3,3.4,22,10.5,0.1
"673",4,12,2016,0.513,0.355404347826087,5,34,40,0.8,28,9,78,48.7,64,0.22,3.2,24,10.7,1.4
"674",4,13,2010,0.50354347826087,0.315795652173913,4.6,29,16,1,6,3,60,15.6,18,0.17,2.9,14,6.7,0.3
"675",4,13,2011,0.513121739130435,0.346282608695652,4.6,29,16,1,6,3,60,15.6,18,0.17,2.9,14,6.7,0.3
"676",4,13,2012,0.575034782608696,0.39005652173913,4.9,35,7,0.7,18,4,71,32,49,0.22,2.2,14,4.7,0.2
"677",4,13,2013,0.574273913043478,0.406195652173913,4.9,35,7,0.7,18,4,71,32,49,0.22,2.2,14,4.7,0.2
"678",4,13,2014,0.568234782608696,0.387395652173913,4.8,31,21,0.5,18,5,69,33.7,53,0.22,2.8,16,5.3,4.3
"679",4,13,2015,0.600526086956522,0.407934782608696,4.9,36,11,0.8,21,6,76,36.3,52,0.29,2.8,21,10.4,0.3
"680",4,13,2016,0.514160869565217,0.350065217391304,5.1,39,16,0.9,27,10,76,48.7,60,0.2,2.7,22,10.3,0.5
"681",4,14,2010,0.468608695652174,0.280647826086957,5.2,38,20,1.6,15,7,69,33.6,4,0.15,3.3,16,5.6,0.4
